Date,SPY,QQQ
2011-11-28,92.41869354248047,48.147579193115234
2011-11-29,92.68116760253906,47.84840774536133
2011-11-30,96.49495697021484,49.61697769165039
2011-12-01,96.47949981689453,49.960147857666016
2011-12-02,96.39459228515625,49.819358825683594
2011-12-05,97.4445571899414,50.364898681640625
2011-12-06,97.4754409790039,50.22411346435547
2011-12-07,97.83828735351562,50.22411346435547
2011-12-08,95.6920394897461,49.379417419433594
2011-12-09,97.3133316040039,50.17131042480469
2011-12-12,95.89276885986328,49.60818862915039
2011-12-13,94.99723815917969,49.062652587890625
2011-12-14,93.98588562011719,48.29716110229492
2011-12-15,94.32556915283203,48.1651611328125
2011-12-16,94.46540832519531,48.41315460205078
2011-12-19,93.4554214477539,47.936607360839844
2011-12-20,96.28340911865234,49.35741424560547
2011-12-21,96.46987915039062,48.65140914916992
2011-12-22,97.324462890625,49.0661735534668
2011-12-23,98.19461059570312,49.489776611328125
2011-12-27,98.2723388671875,49.67438888549805
2011-12-28,96.9826431274414,49.10026550292969
2011-12-29,97.98485565185547,49.45355224609375
2011-12-30,97.50318145751953,49.3122444152832
2012-01-03,99.05701446533203,50.257328033447266
2012-01-04,99.21239471435547,50.469303131103516
2012-01-05,99.47654724121094,50.884437561035156
2012-01-06,99.22016906738281,51.061100006103516
2012-01-09,99.46100616455078,50.89328384399414
2012-01-10,100.32341003417969,51.26423263549805
2012-01-11,100.37777709960938,51.3702278137207
2012-01-12,100.61860656738281,51.57337951660156
2012-01-13,100.09808349609375,51.38791275024414
2012-01-17,100.48653411865234,51.85603332519531
2012-01-18,101.59752655029297,52.54498291015625
2012-01-19,102.13362121582031,52.871761322021484
2012-01-20,102.5142822265625,52.79227828979492
2012-01-23,102.2501449584961,52.8099479675293
2012-01-24,102.13362121582031,52.71278762817383
2012-01-25,102.98822021484375,53.37523651123047
2012-01-26,102.45989227294922,53.18974685668945
2012-01-27,102.41328430175781,53.34872055053711
2012-01-30,102.06367492675781,53.392906188964844
2012-01-31,102.02484130859375,53.46356201171875
2012-02-01,102.91830444335938,53.8963508605957
2012-02-02,103.0814208984375,54.06415939331055
2012-02-03,104.52648162841797,54.806095123291016
2012-02-06,104.45660400390625,54.76195526123047
2012-02-07,104.72071838378906,54.87676239013672
2012-02-08,105.0315170288086,55.16824722290039
2012-02-09,105.16360473632812,55.565704345703125
2012-02-10,104.38671112060547,55.17707824707031
2012-02-13,105.16360473632812,55.689353942871094
2012-02-14,105.0315170288086,55.830684661865234
2012-02-15,104.54204559326172,55.442054748535156
2012-02-16,105.69965362548828,56.201656341552734
2012-02-17,105.97933197021484,56.025001525878906
2012-02-21,106.02598571777344,56.183998107910156
2012-02-22,105.6841049194336,55.927852630615234
2012-02-23,106.1502685546875,56.29880905151367
2012-02-24,106.38335418701172,56.49311828613281
2012-02-27,106.56206512451172,56.57262420654297
2012-02-28,106.87278747558594,57.1467170715332
2012-02-29,106.45327758789062,56.89059829711914
2012-03-01,107.00485229492188,57.34104919433594
2012-03-02,106.6785659790039,57.296875
2012-03-05,106.2435073852539,56.70509719848633
2012-03-06,104.68966674804688,56.14866256713867
2012-03-07,105.41999053955078,56.581451416015625
2012-03-08,106.46878051757812,57.19089126586914
2012-03-09,106.88056182861328,57.42937088012695
2012-03-12,106.88836669921875,57.45587921142578
2012-03-13,108.81507110595703,58.52461242675781
2012-03-14,108.69852447509766,58.727779388427734
2012-03-15,109.32789611816406,58.89558029174805
